country,city,product_name,product_category,campaign_channel,budget_spent,clicks,conversion_rate,units_sold,campaign_date
brazil,sao_paulo,pure_clean_toner,skin_care,email,5989.07,959076.9351851852,0.1194,507077.0,2024-09-09
usa,new_york,pure_clean_toner,skin_care,tiktok,12669.726343178621,12747.0,6.078482972136223,43.0,2024-09-09
usa,new_york,hydra_cream,skin_care,email,2667.72,959076.9351851852,6.078482972136223,126099.48148148147,2024-09-09
germany,berlin,pure_clean_toner,skin_care,billboard,12669.726343178621,12784.0,0.2202,59.0,2024-09-09
germany,berlin,pure_clean_toner,skin_care,tiktok,16650.31,6708.0,0.1056,36.0,2024-09-09
germany,paris,hydra_cream,skin_care,google_ads,12669.726343178621,8325.0,0.0936,126099.48148148147,2025-05-23
germany,berlin,glow_serum,skin_care,tiktok,19279.23,959076.9351851852,1.4,126099.48148148147,2025-05-23
italy,rome,hydra_cream,skin_care,google_ads,21907.24,4881091.0,0.1108,40.0,2025-05-23
japan,tokyo,hydra_cream,skin_care,google_ads,21188.53,3452382.0,6.078482972136223,374.0,2023-05-07
japan,tokyo,glow_serum,skin_care,email,24539.38,959076.9351851852,6.078482972136223,0.0,2023-05-07
usa,new_york,glow_serum,beauty,instagram,2664.67,959076.9351851852,0.2062,148119.0,2023-05-07
italy,rome,pure_clean_toner,beauty,billboard,12669.726343178621,1122641.0,24.8,126099.48148148147,2023-05-07
japan,tokyo,pure_clean_toner,furniture,google_ads,21626.08,2592.0,6.078482972136223,0.0,2023-05-07
usa,new_york,hydra_cream,electronics,instagram,12669.726343178621,3847.0,12.6,106087.0,2023-05-07
canada,toronto,glow_serum,electronics,instagram,12669.726343178621,14875.0,6.078482972136223,36.0,2023-05-07
france,paris,pure_clean_toner,furniture,billboard,17036.71,11248.0,6.078482972136223,47.0,2023-05-07
italy,rome,pure_clean_toner,furniture,google_ads,12475.98,959076.9351851852,6.078482972136223,97234.0,2023-05-07
germany,berlin,pure_clean_toner,skin_care,tiktok,1185.71,4137383.0,6.078482972136223,555.0,2023-05-07
japan,tokyo,hydra_cream,skin_care,google_ads,11412.35,12855.0,0.1967,126099.48148148147,2024-10-25
usa,new_york,glow_serum,skin_care,billboard,21985.31,7283.0,0.2234,0.0,2023-07-10
canada,toronto,pure_clean_toner,beauty,email,5141.08,959076.9351851852,6.078482972136223,126099.48148148147,2023-07-10
france,paris,glow_serum,beauty,instagram,12981.96,3660.0,6.078482972136223,126099.48148148147,2023-07-10
usa,new_york,glow_serum,beauty,tiktok,13461.61,4663435.0,6.078482972136223,753407.0,2023-07-10
brazil,sao_paulo,hydra_cream,beauty,email,12669.726343178621,959076.9351851852,6.078482972136223,19.0,2023-07-10
canada,toronto,glow_serum,skin_care,facebook,12669.726343178621,12920.0,0.2109,404215.0,2023-07-10
brazil,sao_paulo,glow_serum,skin_care,billboard,10577.71,959076.9351851852,5.9,126099.48148148147,2023-07-10
spain,madrid,glow_serum,skin_care,facebook,23708.08,959076.9351851852,33.0,0.0,2023-07-10
spain,madrid,glow_serum,skin_care,google_ads,2556.59,959076.9351851852,0.2854,730.0,2024-12-24
france,paris,pure_clean_toner,furniture,instagram,13754.03,1724786.0,32.5,126099.48148148147,2024-12-24
brazil,sao_paulo,glow_serum,beauty,google_ads,23814.24,2382676.0,6.078482972136223,126099.48148148147,2024-10-18
canada,toronto,pure_clean_toner,beauty,tiktok,8389.71,2063742.0,6.078482972136223,427.0,2024-10-18
brazil,sao_paulo,hydra_cream,beauty,billboard,12551.0,959076.9351851852,26.6,6.0,2024-10-18
canada,paris,glow_serum,skin_care,google_ads,12669.726343178621,1326853.0,33.2,745944.0,2024-10-18
canada,toronto,glow_serum,skin_care,tiktok,12669.726343178621,8438.0,0.2051,490.0,2024-10-18
canada,toronto,pure_clean_toner,skin_care,email,11271.47,959076.9351851852,25.8,31.0,2024-10-18
usa,new_york,pure_clean_toner,skin_care,tiktok,12669.726343178621,16348.0,0.1194,3.0,2024-10-18
usa,paris,hydra_cream,skin_care,billboard,22222.66,16284.0,8.7,15.0,2024-10-18
usa,new_york,pure_clean_toner,skin_care,billboard,12669.726343178621,959076.9351851852,0.225,299.0,2024-10-18
france,paris,hydra_cream,skin_care,billboard,12669.726343178621,1994240.0,6.078482972136223,126099.48148148147,2024-03-19
france,paris,glow_serum,beauty,tiktok,12669.726343178621,959076.9351851852,0.3386,126099.48148148147,2024-10-25
canada,toronto,hydra_cream,electronics,instagram,12669.726343178621,16926.0,34.6,126099.48148148147,2024-10-25
spain,madrid,glow_serum,electronics,instagram,12669.726343178621,19188.0,0.1701,0.0,2024-10-25
usa,new_york,pure_clean_toner,skin_care,email,18709.96,8410.0,6.078482972136223,126099.48148148147,2023-11-10
japan,tokyo,hydra_cream,skin_care,facebook,6434.95,959076.9351851852,0.3238,777489.0,2023-11-10
spain,paris,glow_serum,skin_care,google_ads,5500.86,1152.0,18.3,294362.0,2024-09-05
france,paris,glow_serum,skin_care,billboard,5648.18,2988.0,6.078482972136223,25.0,2024-09-05
usa,new_york,glow_serum,skin_care,instagram,10926.29,959076.9351851852,6.1,183.0,2024-09-06
brazil,sao_paulo,pure_clean_toner,furniture,email,12669.726343178621,959076.9351851852,6.078482972136223,637.0,2023-07-04
canada,toronto,pure_clean_toner,furniture,billboard,23851.35,1717390.0,7.0,4.0,2023-07-04
brazil,sao_paulo,hydra_cream,skin_care,google_ads,4443.38,2819180.0,0.1547,126099.48148148147,2023-07-04
france,paris,glow_serum,skin_care,email,455.51,959076.9351851852,6.078482972136223,0.0,2023-07-04
brazil,sao_paulo,glow_serum,beauty,email,18545.68,959076.9351851852,6.078482972136223,0.0,2023-07-04
germany,berlin,pure_clean_toner,skin_care,instagram,328.96,4802.0,0.128,615879.0,2023-07-04
brazil,sao_paulo,pure_clean_toner,skin_care,instagram,4830.04,13757.0,0.2519,0.0,2023-07-04
usa,new_york,pure_clean_toner,furniture,tiktok,12353.94,2025333.0,0.2461,989846.0,2023-07-04
italy,rome,pure_clean_toner,furniture,google_ads,141.09,959076.9351851852,34.7,126099.48148148147,2023-07-04
japan,tokyo,glow_serum,skin_care,tiktok,12669.726343178621,959076.9351851852,0.2854,34.0,2023-07-04
germany,berlin,glow_serum,skin_care,billboard,12669.726343178621,959076.9351851852,0.1822,48.0,2023-07-04
usa,new_york,pure_clean_toner,furniture,google_ads,12669.726343178621,959076.9351851852,1.0,0.0,2023-07-04
france,paris,glow_serum,skin_care,email,15701.48,2373.0,6.078482972136223,126099.48148148147,2023-07-04
brazil,sao_paulo,glow_serum,skin_care,billboard,1551.3,4246.0,0.1908,427102.0,2023-07-04
france,paris,pure_clean_toner,furniture,email,9946.17,15332.0,6.078482972136223,236.0,2023-07-04
spain,paris,hydra_cream,skin_care,facebook,19974.45,959076.9351851852,34.9,1.0,2023-07-04
france,paris,glow_serum,beauty,instagram,8182.42,4571.0,0.1098,0.0,2023-07-04
japan,tokyo,hydra_cream,skin_care,instagram,12669.726343178621,6745.0,0.4,67334.0,2023-07-04
brazil,paris,pure_clean_toner,furniture,email,12669.726343178621,959076.9351851852,0.2647,0.0,2023-07-04
spain,madrid,glow_serum,skin_care,email,18030.01,1134.0,9.2,862968.0,2023-07-04
japan,tokyo,glow_serum,electronics,tiktok,9671.95,2137084.0,0.1789,126099.48148148147,2023-07-04
japan,tokyo,glow_serum,skin_care,email,345.69,17459.0,0.0593,1.0,2023-07-04
france,paris,glow_serum,beauty,email,16913.25,8918.0,6.078482972136223,126099.48148148147,2023-07-04
canada,toronto,hydra_cream,skin_care,instagram,10218.35,17874.0,0.1104,723198.0,2023-07-04
france,paris,pure_clean_toner,furniture,instagram,12842.37,6450.0,0.0725,113.0,2023-07-04
usa,new_york,pure_clean_toner,skin_care,instagram,12669.726343178621,16685.0,0.0598,121.0,2023-07-04
brazil,sao_paulo,pure_clean_toner,skin_care,facebook,9075.2,15006.0,1.3,0.0,2023-07-04
france,paris,hydra_cream,skin_care,instagram,14819.67,6079.0,6.078482972136223,0.0,2023-07-04
italy,rome,hydra_cream,electronics,instagram,19816.61,637.0,6.078482972136223,4.0,2023-07-04
spain,paris,glow_serum,skin_care,google_ads,12669.726343178621,959076.9351851852,0.1601,907236.0,2023-07-04
brazil,sao_paulo,glow_serum,beauty,google_ads,6019.67,5729.0,6.078482972136223,126099.48148148147,2023-07-04
brazil,sao_paulo,hydra_cream,electronics,email,4141.07,12300.0,6.078482972136223,991082.0,2023-07-04
usa,new_york,hydra_cream,electronics,facebook,12914.22,18914.0,6.078482972136223,398023.0,2023-07-04
japan,tokyo,glow_serum,beauty,tiktok,12669.726343178621,3572486.0,23.2,22.0,2023-12-19
germany,berlin,glow_serum,beauty,billboard,23358.58,959076.9351851852,12.3,0.0,2023-12-19
japan,tokyo,hydra_cream,beauty,billboard,23480.46,959076.9351851852,0.0071,0.0,2023-12-19
france,paris,glow_serum,skin_care,google_ads,22535.94,6499.0,6.078482972136223,849057.0,2023-12-19
japan,tokyo,hydra_cream,electronics,email,19995.9,969565.0,6.078482972136223,49.0,2023-01-20
france,paris,hydra_cream,electronics,email,14465.11,5605.0,0.1347,49.0,2023-01-20
canada,toronto,pure_clean_toner,skin_care,instagram,1701.31,959076.9351851852,0.2553,126099.48148148147,2023-01-20
japan,tokyo,glow_serum,electronics,email,18857.03,16201.0,0.1613,32.0,2023-01-20
canada,toronto,glow_serum,electronics,instagram,12669.726343178621,959076.9351851852,6.078482972136223,50.0,2023-01-20
france,paris,glow_serum,skin_care,tiktok,23805.9,959076.9351851852,32.5,0.0,2023-01-20
spain,paris,pure_clean_toner,skin_care,email,21817.21,1133905.0,0.1438,110492.0,2023-01-20
brazil,sao_paulo,hydra_cream,beauty,billboard,7563.07,9595.0,6.078482972136223,0.0,2023-01-20
canada,toronto,hydra_cream,skin_care,billboard,12669.726343178621,3058634.0,0.2202,126099.48148148147,2023-01-20
usa,new_york,hydra_cream,beauty,tiktok,8049.65,4445157.0,6.078482972136223,126099.48148148147,2023-01-20
brazil,sao_paulo,pure_clean_toner,beauty,facebook,12669.726343178621,959076.9351851852,0.2627,733.0,2023-01-20
canada,toronto,hydra_cream,skin_care,email,7583.43,1990.0,6.078482972136223,126099.48148148147,2024-12-17
brazil,sao_paulo,glow_serum,skin_care,billboard,12669.726343178621,8632.0,27.4,685.0,2025-06-17
spain,madrid,hydra_cream,beauty,instagram,13168.9,436.0,0.1516,39.0,2025-06-17
italy,rome,pure_clean_toner,skin_care,email,5623.51,4636101.0,0.0053,595653.0,2023-06-21
italy,rome,pure_clean_toner,skin_care,tiktok,10728.46,10213.0,20.5,280330.0,2023-06-21
brazil,sao_paulo,pure_clean_toner,beauty,instagram,19133.23,959076.9351851852,6.078482972136223,18.0,2023-06-21
italy,rome,pure_clean_toner,skin_care,tiktok,21057.46,1486834.0,0.2555,33.0,2023-06-21
brazil,sao_paulo,glow_serum,skin_care,instagram,8788.91,17339.0,29.0,516.0,2023-06-21
france,paris,pure_clean_toner,furniture,billboard,12669.726343178621,1256726.0,6.078482972136223,245147.0,2023-06-21
france,paris,hydra_cream,skin_care,instagram,15685.65,3776312.0,6.078482972136223,219.0,2023-06-21
italy,rome,glow_serum,beauty,facebook,7548.47,1917331.0,0.0871,8.0,2023-06-21
france,paris,pure_clean_toner,furniture,google_ads,22442.26,959076.9351851852,0.2518,110741.0,2023-06-21
brazil,sao_paulo,hydra_cream,beauty,billboard,400.41,959076.9351851852,0.1137,229431.0,2023-06-21
usa,new_york,pure_clean_toner,skin_care,instagram,22314.76,959076.9351851852,6.078482972136223,32.0,2023-06-21
canada,paris,glow_serum,skin_care,instagram,14434.46,1187.0,0.2708,10.0,2023-06-21
brazil,sao_paulo,pure_clean_toner,furniture,instagram,7645.55,2398359.0,18.7,0.0,2023-06-21
usa,new_york,hydra_cream,skin_care,instagram,7893.92,959076.9351851852,0.0039,0.0,2023-06-21
germany,berlin,hydra_cream,beauty,facebook,6948.75,959076.9351851852,6.078482972136223,126099.48148148147,2023-06-21
brazil,sao_paulo,hydra_cream,skin_care,tiktok,19917.45,1983131.0,6.078482972136223,0.0,2023-06-21
japan,tokyo,pure_clean_toner,skin_care,billboard,8789.67,959076.9351851852,6.078482972136223,73.0,2023-03-04
germany,berlin,hydra_cream,skin_care,email,12078.42,11104.0,6.078482972136223,126099.48148148147,2023-03-04
spain,madrid,glow_serum,skin_care,google_ads,4146.99,959076.9351851852,0.2024,0.0,2023-03-04
italy,rome,hydra_cream,electronics,email,16579.43,959076.9351851852,6.078482972136223,0.0,2023-03-04
japan,tokyo,hydra_cream,skin_care,billboard,11589.24,959076.9351851852,6.078482972136223,21.0,2023-03-04
italy,rome,hydra_cream,skin_care,billboard,2889.48,2826776.0,0.2804,126099.48148148147,2023-03-04
spain,madrid,glow_serum,electronics,email,9892.84,959076.9351851852,0.3194,126099.48148148147,2023-03-04
canada,toronto,glow_serum,skin_care,google_ads,12669.726343178621,2537908.0,6.078482972136223,16.0,2023-03-04
japan,tokyo,glow_serum,skin_care,instagram,23783.15,12119.0,6.078482972136223,126099.48148148147,2023-03-04
usa,new_york,hydra_cream,beauty,instagram,6507.18,5404.0,0.2583,9.0,2023-03-04
germany,berlin,pure_clean_toner,beauty,tiktok,20156.42,3765145.0,6.078482972136223,565564.0,2023-09-14
italy,paris,pure_clean_toner,skin_care,tiktok,10879.81,7989.0,0.12,45.0,2023-09-14
france,paris,pure_clean_toner,skin_care,email,6172.42,959076.9351851852,0.2856,126099.48148148147,2024-06-01
usa,new_york,hydra_cream,skin_care,email,1469.1,1114966.0,6.078482972136223,45.0,2024-06-01
japan,tokyo,glow_serum,skin_care,instagram,12068.16,2591181.0,0.2236,653977.0,2024-06-01
germany,berlin,pure_clean_toner,skin_care,instagram,12669.726343178621,959076.9351851852,0.3005,15.0,2024-06-01
usa,new_york,glow_serum,electronics,email,18945.75,959076.9351851852,0.3489,6.0,2024-06-01
canada,toronto,pure_clean_toner,skin_care,tiktok,10356.81,959076.9351851852,9.0,126099.48148148147,2024-01-08
france,paris,glow_serum,beauty,google_ads,12669.726343178621,959076.9351851852,0.2346,126099.48148148147,2024-01-08
usa,new_york,glow_serum,skin_care,tiktok,5958.84,18621.0,6.078482972136223,509.0,2024-01-08
brazil,sao_paulo,hydra_cream,electronics,google_ads,12669.726343178621,13538.0,6.078482972136223,36.0,2024-01-08
japan,tokyo,hydra_cream,electronics,email,11333.11,16685.0,0.2049,535.0,2023-07-01
france,paris,hydra_cream,electronics,email,6076.66,2444720.0,31.6,0.0,2024-02-14
japan,tokyo,hydra_cream,skin_care,tiktok,12669.726343178621,1820.0,0.0601,10.0,2024-02-14
japan,tokyo,pure_clean_toner,skin_care,facebook,10069.74,959076.9351851852,0.1691,180.0,2024-02-14
japan,tokyo,pure_clean_toner,skin_care,email,24690.3,1905663.0,34.5,126099.48148148147,2024-02-14
japan,tokyo,pure_clean_toner,skin_care,instagram,12669.726343178621,3140.0,6.078482972136223,533.0,2024-02-14
spain,madrid,glow_serum,skin_care,google_ads,2375.33,17766.0,10.5,15.0,2024-02-14
usa,new_york,hydra_cream,electronics,instagram,12669.726343178621,2562329.0,6.078482972136223,947628.0,2024-02-14
brazil,sao_paulo,pure_clean_toner,furniture,instagram,12613.78,19515.0,0.2428,126099.48148148147,2025-05-02
italy,rome,pure_clean_toner,skin_care,instagram,16756.16,959076.9351851852,0.1803,0.0,2025-05-02
germany,berlin,glow_serum,skin_care,facebook,12669.726343178621,959076.9351851852,0.017,35.0,2025-05-02
france,paris,glow_serum,skin_care,email,20104.97,959076.9351851852,28.8,0.0,2025-05-02
brazil,sao_paulo,pure_clean_toner,furniture,tiktok,12669.726343178621,959076.9351851852,0.186,126099.48148148147,2025-05-02
usa,new_york,pure_clean_toner,furniture,facebook,4976.57,959076.9351851852,0.2191,0.0,2025-05-02
brazil,sao_paulo,glow_serum,electronics,email,12669.726343178621,959076.9351851852,4.6,0.0,2025-05-02
canada,toronto,pure_clean_toner,skin_care,billboard,11354.29,959076.9351851852,0.316,126099.48148148147,2025-05-02
germany,berlin,pure_clean_toner,furniture,instagram,12669.726343178621,959076.9351851852,6.078482972136223,387.0,2025-05-02
germany,berlin,glow_serum,skin_care,billboard,24280.14,959076.9351851852,6.078482972136223,593.0,2023-03-20
germany,berlin,glow_serum,beauty,instagram,1804.95,959076.9351851852,21.8,648.0,2023-03-20
brazil,sao_paulo,pure_clean_toner,skin_care,tiktok,11307.47,959076.9351851852,6.078482972136223,602.0,2023-03-20
usa,new_york,hydra_cream,skin_care,instagram,12669.726343178621,959076.9351851852,32.8,0.0,2023-03-20
italy,rome,hydra_cream,skin_care,tiktok,12669.726343178621,5574.0,0.0227,252.0,2023-03-20
brazil,sao_paulo,hydra_cream,skin_care,email,13887.43,3150691.0,6.078482972136223,36.0,2023-03-20
spain,madrid,hydra_cream,skin_care,instagram,9948.97,959076.9351851852,20.5,21.0,2023-03-20
germany,berlin,glow_serum,skin_care,billboard,11802.85,959076.9351851852,6.078482972136223,431541.0,2023-03-20
germany,berlin,hydra_cream,skin_care,instagram,11995.02,959076.9351851852,2.9,224725.0,2023-03-20
japan,tokyo,pure_clean_toner,skin_care,google_ads,3241.53,959076.9351851852,6.078482972136223,470.0,2023-03-20
germany,paris,glow_serum,beauty,tiktok,12669.726343178621,959076.9351851852,6.078482972136223,126099.48148148147,2023-03-20
france,paris,pure_clean_toner,skin_care,tiktok,20239.9,13662.0,0.1647,39.0,2023-03-20
brazil,sao_paulo,glow_serum,skin_care,instagram,3057.42,959076.9351851852,0.2412,126099.48148148147,2023-03-20
brazil,sao_paulo,hydra_cream,beauty,instagram,12669.726343178621,959076.9351851852,6.078482972136223,0.0,2023-03-20
france,paris,pure_clean_toner,skin_care,billboard,16056.02,2866958.0,0.1166,774.0,2023-03-20
japan,tokyo,glow_serum,skin_care,facebook,12669.726343178621,10349.0,0.0476,30.0,2023-03-20
japan,paris,pure_clean_toner,skin_care,email,750.18,17792.0,0.2152,126099.48148148147,2023-03-20
japan,tokyo,glow_serum,skin_care,billboard,22452.17,1537782.0,6.078482972136223,19.0,2023-03-20
usa,new_york,hydra_cream,beauty,email,12669.726343178621,5170.0,0.089,0.0,2023-03-20
france,paris,hydra_cream,electronics,tiktok,23166.2,2406.0,6.078482972136223,674.0,2025-07-02
brazil,sao_paulo,pure_clean_toner,furniture,tiktok,5147.53,7153.0,17.9,0.0,2025-07-02
spain,madrid,glow_serum,skin_care,google_ads,21995.88,959076.9351851852,0.0907,557354.0,2025-07-02
italy,rome,pure_clean_toner,skin_care,email,12669.726343178621,2740881.0,6.078482972136223,126099.48148148147,2024-09-04
france,paris,hydra_cream,electronics,instagram,12669.726343178621,1118.0,6.078482972136223,297993.0,2024-09-04
japan,paris,hydra_cream,electronics,tiktok,20712.64,15269.0,34.1,126099.48148148147,2024-09-04
italy,rome,glow_serum,beauty,google_ads,8005.5,959076.9351851852,6.078482972136223,126099.48148148147,2024-09-04
italy,rome,glow_serum,skin_care,instagram,12789.27,2593009.0,0.1557,742655.0,2024-09-04
japan,tokyo,glow_serum,electronics,tiktok,15698.4,788.0,6.078482972136223,0.0,2024-09-04
italy,rome,hydra_cream,skin_care,email,21735.47,12785.0,6.078482972136223,664.0,2024-09-04
italy,rome,glow_serum,beauty,instagram,12669.726343178621,10869.0,6.078482972136223,0.0,2024-09-04
italy,rome,pure_clean_toner,beauty,instagram,23109.42,4176827.0,0.221,88720.0,2024-09-04
usa,new_york,pure_clean_toner,skin_care,billboard,11494.03,2156262.0,0.3208,86.0,2024-09-04
brazil,sao_paulo,pure_clean_toner,skin_care,tiktok,12669.726343178621,2306336.0,14.3,0.0,2024-09-04
france,paris,pure_clean_toner,skin_care,instagram,12669.726343178621,9301.0,6.078482972136223,0.0,2024-09-04
brazil,sao_paulo,pure_clean_toner,beauty,tiktok,8577.51,959076.9351851852,6.9,374232.0,2024-09-04
italy,paris,pure_clean_toner,skin_care,tiktok,24767.42,4689227.0,6.078482972136223,289.0,2024-09-04
brazil,sao_paulo,hydra_cream,beauty,billboard,12551.0,959076.9351851852,26.6,6.0,2024-09-04
spain,madrid,pure_clean_toner,skin_care,instagram,20216.94,3864436.0,6.078482972136223,5.0,2024-09-04
japan,tokyo,hydra_cream,beauty,facebook,14651.96,1241099.0,0.148,87.0,2024-09-04
japan,tokyo,glow_serum,beauty,instagram,23242.77,959076.9351851852,6.078482972136223,119187.0,2024-09-04
france,paris,glow_serum,skin_care,facebook,11091.89,959076.9351851852,0.1688,11.0,2024-09-04
brazil,sao_paulo,glow_serum,skin_care,billboard,12669.726343178621,959076.9351851852,0.0888,0.0,2024-09-04
germany,berlin,hydra_cream,beauty,instagram,14602.09,959076.9351851852,6.078482972136223,0.0,2024-06-27
germany,berlin,hydra_cream,beauty,tiktok,12669.726343178621,12657.0,0.2147,126099.48148148147,2024-06-27
italy,rome,glow_serum,electronics,instagram,12546.02,959076.9351851852,0.0442,16.0,2024-06-27
france,paris,hydra_cream,skin_care,instagram,13845.66,959076.9351851852,6.078482972136223,186352.0,2024-09-23
japan,tokyo,hydra_cream,electronics,email,10226.55,3459.0,0.0613,126099.48148148147,2024-09-23
germany,berlin,hydra_cream,beauty,tiktok,17308.99,959076.9351851852,0.296,0.0,2024-09-23
japan,tokyo,pure_clean_toner,skin_care,instagram,12669.726343178621,9595.0,6.078482972136223,0.0,2024-09-23
france,paris,pure_clean_toner,skin_care,instagram,6586.68,959076.9351851852,13.1,0.0,2025-08-27
usa,new_york,pure_clean_toner,skin_care,tiktok,21036.93,3592644.0,6.078482972136223,155.0,2025-08-27
usa,new_york,hydra_cream,skin_care,tiktok,6583.96,959076.9351851852,0.2851,410.0,2025-05-20
italy,rome,hydra_cream,skin_care,google_ads,1003.03,2385.0,6.078482972136223,2.0,2025-05-20
japan,tokyo,hydra_cream,electronics,email,24053.45,959076.9351851852,0.2304,0.0,2025-05-20
usa,paris,glow_serum,skin_care,billboard,14802.0,4852.0,6.078482972136223,14.0,2025-05-20
spain,madrid,hydra_cream,skin_care,facebook,12566.04,959076.9351851852,6.078482972136223,20.0,2025-05-20
france,paris,pure_clean_toner,skin_care,billboard,8981.43,959076.9351851852,17.0,331198.0,2025-05-20
france,paris,glow_serum,skin_care,tiktok,19880.9,3276443.0,6.078482972136223,30.0,2025-05-20
usa,new_york,hydra_cream,electronics,instagram,12669.726343178621,3649497.0,6.078482972136223,256.0,2025-05-20
france,paris,pure_clean_toner,skin_care,instagram,14322.53,10109.0,0.0151,1.0,2025-03-04
germany,berlin,glow_serum,skin_care,tiktok,12669.726343178621,2786203.0,6.078482972136223,0.0,2023-11-10
brazil,sao_paulo,pure_clean_toner,furniture,tiktok,23411.64,959076.9351851852,0.2346,40.0,2023-11-10
italy,rome,hydra_cream,skin_care,google_ads,7771.29,4493909.0,29.7,35.0,2023-11-10
japan,tokyo,hydra_cream,skin_care,billboard,22587.56,1280242.0,10.6,126099.48148148147,2023-11-10
japan,tokyo,hydra_cream,beauty,google_ads,19380.8,16910.0,0.2801,126099.48148148147,2024-06-22
italy,rome,hydra_cream,skin_care,email,12669.726343178621,959076.9351851852,33.0,425619.0,2024-06-22
usa,new_york,hydra_cream,electronics,email,12740.49,4994258.0,2.6,708231.0,2024-06-22
japan,tokyo,glow_serum,skin_care,google_ads,22528.04,7980.0,6.078482972136223,203683.0,2024-06-22
france,paris,hydra_cream,beauty,instagram,20115.0,959076.9351851852,0.2913,488.0,2023-10-21
france,paris,pure_clean_toner,furniture,email,12669.726343178621,1674920.0,6.078482972136223,0.0,2023-10-21
france,paris,pure_clean_toner,beauty,instagram,10229.08,17722.0,0.1509,41.0,2025-04-11
france,paris,glow_serum,skin_care,tiktok,13072.27,959076.9351851852,0.0355,771196.0,2025-04-11
italy,rome,hydra_cream,skin_care,facebook,12669.726343178621,959076.9351851852,0.0563,168104.0,2025-04-11
canada,paris,pure_clean_toner,skin_care,facebook,18105.73,14478.0,0.1552,0.0,2025-04-11
spain,madrid,hydra_cream,skin_care,facebook,11557.6,2766784.0,6.078482972136223,472.0,2025-09-01
brazil,sao_paulo,pure_clean_toner,furniture,email,23203.22,2821133.0,0.1992,0.0,2025-09-01
france,paris,pure_clean_toner,skin_care,instagram,8927.1,959076.9351851852,34.4,552.0,2025-09-01
usa,new_york,hydra_cream,skin_care,facebook,12669.726343178621,1578.0,0.1205,126099.48148148147,2025-09-01
germany,berlin,pure_clean_toner,beauty,email,12669.726343178621,959076.9351851852,3.6,19.0,2025-09-01
usa,new_york,glow_serum,skin_care,facebook,12169.31,959076.9351851852,6.078482972136223,126099.48148148147,2025-09-01
germany,berlin,hydra_cream,beauty,google_ads,2937.24,2496531.0,6.078482972136223,207.0,2023-07-10
brazil,sao_paulo,hydra_cream,electronics,instagram,12669.726343178621,959076.9351851852,0.1509,25.0,2023-07-10
brazil,sao_paulo,pure_clean_toner,furniture,instagram,20026.46,3619216.0,0.1382,0.0,2023-07-10
japan,tokyo,hydra_cream,skin_care,tiktok,23992.63,4050826.0,2.4,126099.48148148147,2024-01-01
france,paris,glow_serum,electronics,instagram,12669.726343178621,959076.9351851852,29.0,126099.48148148147,2024-01-01
usa,new_york,pure_clean_toner,beauty,email,12669.726343178621,959076.9351851852,14.4,50.0,2024-01-01
italy,rome,glow_serum,skin_care,facebook,12632.7,959076.9351851852,6.078482972136223,50.0,2025-09-22
brazil,sao_paulo,pure_clean_toner,furniture,instagram,17054.69,13276.0,0.145,0.0,2025-09-22
italy,rome,pure_clean_toner,furniture,email,12669.726343178621,1236693.0,6.078482972136223,456.0,2025-09-22
japan,tokyo,glow_serum,skin_care,tiktok,14425.09,959076.9351851852,6.078482972136223,579309.0,2025-09-22
brazil,sao_paulo,glow_serum,electronics,instagram,12669.726343178621,16054.0,6.078482972136223,405.0,2025-09-22
spain,madrid,glow_serum,skin_care,instagram,12669.726343178621,2350285.0,27.5,0.0,2025-09-22
italy,rome,glow_serum,skin_care,instagram,11530.08,15304.0,6.078482972136223,126099.48148148147,2025-09-22
germany,berlin,hydra_cream,electronics,google_ads,12669.726343178621,13604.0,6.078482972136223,754.0,2025-09-22
brazil,sao_paulo,hydra_cream,electronics,billboard,17643.47,959076.9351851852,14.3,223313.0,2025-09-22
france,paris,pure_clean_toner,skin_care,facebook,20192.61,959076.9351851852,9.6,52708.0,2025-09-22
italy,rome,pure_clean_toner,furniture,facebook,11757.13,959076.9351851852,24.4,311075.0,2025-09-22
japan,tokyo,pure_clean_toner,skin_care,instagram,12669.726343178621,4736369.0,0.0905,32.0,2025-09-22
germany,berlin,hydra_cream,beauty,instagram,12669.726343178621,959076.9351851852,1.9,471600.0,2025-09-22
france,paris,pure_clean_toner,skin_care,billboard,12669.726343178621,5745.0,6.078482972136223,126099.48148148147,2025-09-22
japan,tokyo,pure_clean_toner,skin_care,tiktok,23030.96,15568.0,0.0457,0.0,2023-10-15
germany,berlin,glow_serum,skin_care,instagram,12669.726343178621,959076.9351851852,0.0994,126099.48148148147,2023-10-15
italy,rome,pure_clean_toner,beauty,billboard,12669.726343178621,959076.9351851852,6.078482972136223,842313.0,2023-10-15
japan,tokyo,glow_serum,skin_care,email,12669.726343178621,5643.0,6.078482972136223,571.0,2023-10-15
spain,madrid,glow_serum,electronics,instagram,12669.726343178621,3793571.0,0.1189,978642.0,2023-10-15
canada,toronto,hydra_cream,skin_care,instagram,12669.726343178621,959076.9351851852,0.3006,31.0,2024-05-28
usa,new_york,glow_serum,beauty,google_ads,13489.52,3030976.0,0.2262,0.0,2024-05-28
canada,toronto,hydra_cream,electronics,email,12669.726343178621,959076.9351851852,14.7,17.0,2024-05-28
italy,paris,hydra_cream,skin_care,tiktok,21594.82,4464863.0,0.2273,0.0,2025-06-01
